,acronym,atlas_id,color_hex_triplet,depth,failed,failed_facet,graph_id,graph_order,hemisphere_id,id,name,neuro_name_structure_id,neuro_name_structure_id_path,ontology_id,parent_structure_id,safe_name,sphinx_id,st_level,structure_id_path,structure_name_facet,weight
131,BSTMpm,,EA9E4E,13,False,734881840,17,269,3,15824,posteromedial part of BSTMC,,,12,15823,posteromedial part of BSTMC,10169,12,/15564/15565/15566/15567/15738/15739/15750/15751/15818/15819/15821/15822/15823/15824/,598988982,8390
132,CA1so,,FF5974,13,False,734881840,17,588,3,16132,"Field CA1, stratum oriens",,,12,16131,Field CA1 stratum oriens,10488,12,/15564/15565/15566/15567/15738/15739/15750/15903/16114/16124/16126/16130/16131/16132/,3671153130,8390
133,PaR,,E4866F,11,False,734881840,17,689,3,16224,"paraventricular nucleus, rostral part",,,12,16217,paraventricular nucleus rostral part,10589,12,/15564/15565/15566/15567/15738/16211/16212/16213/16215/16216/16217/16224/,3134045629,8390
134,p,,CCCCCC,2,False,734881840,17,2543,3,17786,pons (pontine decussation of middle cerebellar peduncle),,,12,17735,pons (pontine decussation of middle cerebellar peduncle),12443,12,/15564/17735/17786/,458874485,8390
135,CA3slm,,FF5974,13,False,734881840,17,602,3,16146,"Field CA3, stratum lacunosum-moleculare",,,12,16141,Field CA3 stratum lacunosum-moleculare,10502,12,/15564/15565/15566/15567/15738/15739/15750/15903/16114/16124/16126/16130/16141/16146/,1604648938,8390
136,un,,CCCCCC,2,False,734881840,17,2561,3,17804,uncinate fascicle,,,12,17735,uncinate fascicle,12461,12,/15564/17735/17804/,496405985,8390
137,Cop,,F284FF,10,False,734881840,17,1462,3,16944,copula of the pyramis,,,12,16939,copula of the pyramis,11362,12,/15564/15565/16808/16809/16915/16919/16920/16924/16938/16939/16944/,1412679471,8390
138,InsC-6b,,F32F4F,13,False,734881840,17,523,3,16071,sublayer 6b of InsCx,,,12,16069,sublayer 6b of InsCx,10423,12,/15564/15565/15566/15567/15738/15739/15750/15903/16001/16058/16060/16063/16069/16071/,753045343,8390
139,mot,,CCCCCC,2,False,734881840,17,2536,3,17779,medial olfactory tract,,,12,17735,medial olfactory tract,12436,12,/15564/17735/17779/,3465820739,8390
140,MolV,,F070FF,10,False,734881840,17,1344,3,16840,molecular layer of CbVCx,,,12,16829,molecular layer of CbVCx,11244,12,/15564/15565/16808/16809/16810/16813/16814/16818/16828/16829/16840/,2026772298,8390
141,5n,,CCCCCC,2,False,734881840,17,2494,3,17739,trigeminal nerve root,,,12,17735,trigeminal nerve root,12394,12,/15564/17735/17739/,1738675734,8390
142,ec,,CCCCCC,2,False,734881840,17,2522,3,17765,external capsule,,,12,17735,external capsule,12422,12,/15564/17735/17765/,1857747964,8390
143,on,,CCCCCC,2,False,734881840,17,2541,3,17784,optic nerve (fascicle),,,12,17735,optic nerve (fascicle),12441,12,/15564/17735/17784/,3702580837,8390
144,MPOC,,B46632,12,False,734881840,17,45,3,15607,central part of MPO,,,12,15604,central part of MPO,9945,12,/15564/15565/15566/15567/15568/15569/15576/15577/15599/15601/15602/15604/15607/,2307419894,8390
145,rf,,CCCCCC,2,False,734881840,17,2547,3,17790,retroflex tract (habenulo-interpeduncular) tract,,,12,17735,retroflex tract (habenulo-interpeduncular) tract,12447,12,/15564/17735/17790/,736116017,8390
146,10n,,CCCCCC,2,False,734881840,17,2503,3,17748,vagal nerve root,,,12,17735,vagal nerve root,12403,12,/15564/17735/17748/,476550065,8390
147,8Cb,,F070FF,10,False,734881840,17,1341,3,16837,lobule 8 of cerebellar vermis,,,12,16829,lobule 8 of cerebellar vermis,11241,12,/15564/15565/16808/16809/16810/16813/16814/16818/16828/16829/16837/,1723591462,8390
148,LOT3,,DE5548,13,False,734881840,17,399,3,15952,layer 3 of LOT,,,12,15951,layer 3 of LOT,10299,12,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15940/15942/15949/15951/15952/,2778824156,8390
149,rmc,,CCCCCC,2,False,734881840,17,2548,3,17791,retromammillary commissure,,,12,17735,retromammillary commissure,12448,12,/15564/17735/17791/,2179345933,8390
150,7ng,,CCCCCC,2,False,734881840,17,2500,3,17745,genu of facial nerve (r5),,,12,17735,genu of facial nerve (r5),12400,12,/15564/17735/17745/,2148344149,8390
151,MMp,,975C34,12,False,734881840,17,170,3,15732,posterior part of MM,,,12,15729,posterior part of MM,10070,12,/15564/15565/15566/15567/15568/15622/15666/15722/15723/15725/15728/15729/15732/,1208405401,8390
152,4n,,CCCCCC,2,False,734881840,17,2492,3,17737,trochlear nerve root,,,12,17735,trochlear nerve root,12392,12,/15564/17735/17737/,2105242635,8390
153,rs,,CCCCCC,2,False,734881840,17,2549,3,17792,rubrospinal tract,,,12,17735,rubrospinal tract,12449,12,/15564/17735/17792/,3405101120,8390
154,7ne,,CCCCCC,2,False,734881840,17,2499,3,17744,efferent course of facial nerve (r4),,,12,17735,efferent course of facial nerve (r4),12399,12,/15564/17735/17744/,4271956904,8390
155,VMHvl,,975C34,11,False,734881840,17,116,3,15678,ventrolateral part of VMH,,,12,15675,ventrolateral part of VMH,10016,12,/15564/15565/15566/15567/15568/15622/15666/15667/15669/15673/15675/15678/,614359732,8390
156,RSC-6a,,F32F4F,11,False,734881840,17,552,3,16100,layer 6a of RSC,,,12,16099,layer 6a of RSC,10452,12,/15564/15565/15566/15567/15738/15739/15750/15903/16001/16093/16099/16100/,1963413751,8390
157,PC-6b,,F32F4F,13,False,734881840,17,481,3,16029,sublayer 6b of PCx,,,12,16027,sublayer 6b of PCx,10381,12,/15564/15565/15566/15567/15738/15739/15750/15903/16001/16016/16018/16021/16027/16029/,3189274516,8390
158,CA3so,,FF5974,13,False,734881840,17,598,3,16142,"Field CA3, stratum oriens",,,12,16141,Field CA3 stratum oriens,10498,12,/15564/15565/15566/15567/15738/15739/15750/15903/16114/16124/16126/16130/16141/16142/,1567718537,8390
159,CA2sp,,D93D56,13,False,734881840,17,595,3,16139,"Field CA2, stratum pyramidale",,,12,16136,Field CA2 stratum pyramidale,10495,12,/15564/15565/15566/15567/15738/15739/15750/15903/16114/16124/16126/16130/16136/16139/,2383161669,8390
160,pc,,CCCCCC,2,False,734881840,17,2544,3,17787,posterior commissure,,,12,17735,posterior commissure,12444,12,/15564/17735/17787/,4129046125,8390
161,IPDL,,D654E6,10,False,734881840,17,1549,3,17016,dorsolateral interpeduncular nucleus,,,12,17014,dorsolateral interpeduncular nucleus,11449,12,/15564/15565/16808/16809/16915/16967/16994/16996/17013/17014/17016/,2880749072,8390
162,IPCDM,,D654E6,10,False,734881840,17,1552,3,17019,caudodorsomedial interpeduncular nucleus,,,12,17018,caudodorsomedial interpeduncular nucleus,11452,12,/15564/15565/16808/16809/16915/16967/16994/16996/17013/17018/17019/,2998432216,8390
163,hc,,CCCCCC,2,False,734881840,17,2526,3,17769,hippocampal commissure,,,12,17735,hippocampal commissure,12426,12,/15564/17735/17769/,902294798,8390
164,soc,,CCCCCC,2,False,734881840,17,2552,3,17795,supraoptic commissure,,,12,17735,supraoptic commissure,12452,12,/15564/17735/17795/,650190658,8390
165,IGrV,,BB2CCC,10,False,734881840,17,1346,3,16842,internal granular layer of CbVCx,,,12,16829,internal granular layer of CbVCx,11246,12,/15564/15565/16808/16809/16810/16813/16814/16818/16828/16829/16842/,2748180114,8390
166,Stg,,E4866F,11,False,734881840,17,706,3,16241,stigmoid nucleus,,,12,16240,stigmoid nucleus,10606,12,/15564/15565/15566/15567/15738/16211/16212/16233/16235/16239/16240/16241/,2646116176,8390
167,VMP,,FFF189,12,False,734881840,17,898,3,16425,posterior ventromedial nucleus,,,12,16423,posterior ventromedial nucleus,10798,12,/15564/15565/15566/16308/16375/16376/16382/16395/16396/16398/16409/16423/16425/,3988812834,8390
168,MMl,,975C34,12,False,734881840,17,169,3,15731,lateral part of MM,,,12,15729,lateral part of MM,10069,12,/15564/15565/15566/15567/15568/15622/15666/15722/15723/15725/15728/15729/15731/,1565739419,8390
169,PFl,,F284FF,10,False,734881840,17,1463,3,16945,paraflocculus,,,12,16939,paraflocculus,11363,12,/15564/15565/16808/16809/16915/16919/16920/16924/16938/16939/16945/,2638565501,8390
170,cc,,CCCCCC,2,False,734881840,17,2512,3,17755,corpus callosum (neocortical commissure),,,12,17735,corpus callosum (neocortical commissure),12412,12,/15564/17735/17755/,2144754386,8390
171,VL,,FFF189,12,False,734881840,17,901,3,16428,ventral lateral nucleus,,,12,16423,ventral lateral nucleus,10801,12,/15564/15565/15566/16308/16375/16376/16382/16395/16396/16398/16409/16423/16428/,2838797160,8390
172,5ADi,,A35DFF,10,False,734881840,17,1696,3,17117,anterior digastric muscle trigeminal motor cell group,,,12,17116,anterior digastric muscle trigeminal motor cell group,11596,12,/15564/15565/16808/17092/17093/17095/17113/17115/111220704/17116/17117/,3206630291,8390
173,vsc,,CCCCCC,2,False,734881840,17,2562,3,17805,ventral spinocerebellar tract,,,12,17735,ventral spinocerebellar tract,12462,12,/15564/17735/17805/,744035824,8390
174,PaS-6a,,FF5974,13,False,734881840,17,653,3,111220572,layer 6a of PaS,,,12,16197,layer 6a of PaS,10553,12,/15564/15565/15566/15567/15738/15739/15750/15903/16114/16186/16188/16191/16197/111220572/,2252652684,8390
175,BSTLj,,EA9E4E,13,False,734881840,17,285,3,15840,juxtacapsular part of BSTLC,,,12,15838,juxtacapsular part of BSTLC,10185,12,/15564/15565/15566/15567/15738/15739/15750/15751/15818/15834/15836/15837/15838/15840/,2711233945,8390
176,Po,,FFF189,12,False,734881840,17,905,3,16432,posterior (ventral) nucleus,,,12,16423,posterior (ventral) nucleus,10805,12,/15564/15565/15566/16308/16375/16376/16382/16395/16396/16398/16409/16423/16432/,26282847,8390
177,sm,,CCCCCC,2,False,734881840,17,2551,3,17794,stria medullaris,,,12,17735,stria medullaris,12451,12,/15564/17735/17794/,1930258468,8390
178,VM,,FFF189,12,False,734881840,17,897,3,16424,ventromedial nucleus,,,12,16423,ventromedial nucleus,10797,12,/15564/15565/15566/16308/16375/16376/16382/16395/16396/16398/16409/16423/16424/,427177416,8390
179,OnufM,,D4CCC0,8,False,734881840,17,2472,3,17722,medial (anal) part of Onuf's nucleus,,,12,17721,medial (anal) part of Onuf's nucleus,12372,12,/15564/15565/17651/17692/17710/17712/17715/17721/17722/,2184367485,8390
180,MMm,,975C34,12,False,734881840,17,168,3,15730,medial part of MM,,,12,15729,medial part of MM,10068,12,/15564/15565/15566/15567/15568/15622/15666/15722/15723/15725/15728/15729/15730/,1169415430,8390
181,MDL,,FFF189,12,False,734881840,17,886,3,16413,lateral (parvicellular) part of MD,,,12,16411,lateral (parvicellular) part of MD,10786,12,/15564/15565/15566/16308/16375/16376/16382/16395/16396/16398/16409/16411/16413/,573608652,8390
182,9Cb,,F070FF,10,False,734881840,17,1342,3,16838,lobule 9 of cerebellar vermis,,,12,16829,lobule 9 of cerebellar vermis,11242,12,/15564/15565/16808/16809/16810/16813/16814/16818/16828/16829/16838/,1905496038,8390
183,icp,,CCCCCC,2,False,734881840,17,2529,3,17772,inferior cerebellar peduncle,,,12,17735,inferior cerebellar peduncle,12429,12,/15564/17735/17772/,202676826,8390
184,VPL,,FFF189,12,False,734881840,17,903,3,16430,ventral posterolateral nucleus,,,12,16423,ventral posterolateral nucleus,10803,12,/15564/15565/15566/16308/16375/16376/16382/16395/16396/16398/16409/16423/16430/,288006738,8390
185,tz,,CCCCCC,2,False,734881840,17,2560,3,17803,trapezoid body (tract and decussation),,,12,17735,trapezoid body (tract and decussation),12460,12,/15564/17735/17803/,1952367140,8390
186,TuPal2,,EA9E4E,13,False,734881840,17,293,3,15848,corticoid layer of TuPal,,,12,15846,corticoid layer of TuPal,10193,12,/15564/15565/15566/15567/15738/15739/15750/15751/15818/15834/15836/15845/15846/15848/,1791312365,8390
187,BSTMpi,,EA9E4E,13,False,734881840,17,270,3,15825,posterointermediate part of BSTMC,,,12,15823,posterointermediate part of BSTMC,10170,12,/15564/15565/15566/15567/15738/15739/15750/15751/15818/15819/15821/15822/15823/15825/,1743037423,8390
188,CA2sr,,FF5974,13,False,734881840,17,596,3,16140,"Field CA2, stratum radiatum",,,12,16136,Field CA2 stratum radiatum,10496,12,/15564/15565/15566/15567/15738/15739/15750/15903/16114/16124/16126/16130/16136/16140/,3925355913,8390
189,PkH,,D332E6,10,False,734881840,17,1466,3,16948,Purkinje cell layer of CbHCx,,,12,16939,Purkinje cell layer of CbHCx,11366,12,/15564/15565/16808/16809/16915/16919/16920/16924/16938/16939/16948/,716514247,8390
190,thcx,,CCCCCC,2,False,734881840,17,2558,3,17801,thalamocortical tract,,,12,17735,thalamocortical tract,12458,12,/15564/17735/17801/,2178312989,8390
191,CA3sr,,FF5974,13,False,734881840,17,601,3,16145,"Field CA3, stratum radiatum",,,12,16141,Field CA3 stratum radiatum,10501,12,/15564/15565/15566/15567/15738/15739/15750/15903/16114/16124/16126/16130/16141/16145/,111844200,8390
192,mcp,,CCCCCC,2,False,734881840,17,2532,3,17775,middle (pontine) cerebellar peduncle,,,12,17735,middle (pontine) cerebellar peduncle,12432,12,/15564/17735/17775/,531224480,8390
193,mth,,CCCCCC,2,False,734881840,17,2539,3,17782,mammillothalamic tract,,,12,17735,mammillothalamic tract,12439,12,/15564/17735/17782/,1649345323,8390
194,CL,,FFF189,12,False,734881840,17,891,3,16418,central lateral nucleus,,,12,16415,central lateral nucleus,10791,12,/15564/15565/15566/16308/16375/16376/16382/16395/16396/16398/16409/16415/16418/,862541411,8390
195,T-DMHs,,975C34,11,False,734881840,17,134,3,15696,shell of T-DMH,,,12,15694,shell of T-DMH,10034,12,/15564/15565/15566/15567/15568/15622/15666/15684/15686/15693/15694/15696/,2212074032,8390
196,TuPal1,,EA9E4E,13,False,734881840,17,292,3,15847,plexiform layer of TuPal,,,12,15846,plexiform layer of TuPal,10192,12,/15564/15565/15566/15567/15738/15739/15750/15751/15818/15834/15836/15845/15846/15847/,2170214666,8390
197,TC-6a,,F32F4F,13,False,734881840,17,508,3,16056,sublayer 6a of TCx,,,12,16055,sublayer 6a of TCx,10408,12,/15564/15565/15566/15567/15738/15739/15750/15903/16001/16044/16046/16049/16055/16056/,933157035,8390
198,P-DMHc,,C9674E,11,False,734881840,17,731,3,16266,core of P-DMH,,,12,16265,core of P-DMH,10631,12,/15564/15565/15566/15567/15738/16211/16247/16259/16261/16264/16265/16266/,871567086,8390
199,IPCL,,D654E6,10,False,734881840,17,1554,3,17021,caudolateral interpeduncular nucleus,,,12,17018,caudolateral interpeduncular nucleus,11454,12,/15564/15565/16808/16809/16915/16967/16994/16996/17013/17018/17021/,1460601062,8390
200,LPrCb,,D4CCC0,8,False,734881840,17,2450,3,17700,lumbar precerebellar nucleus,,,12,17699,lumbar precerebellar nucleus,12350,12,/15564/15565/17651/17692/17693/17695/17698/17699/17700/,3700886513,8390
201,CA1slm,,FF5974,13,False,734881840,17,591,3,16135,"Field CA1, stratum lacunosum-moleculare",,,12,16131,Field CA1 stratum lacunosum-moleculare,10491,12,/15564/15565/15566/15567/15738/15739/15750/15903/16114/16124/16126/16130/16131/16135/,660945402,8390
202,VA,,FFF189,12,False,734881840,17,900,3,16427,ventral anterior nucleus,,,12,16423,ventral anterior nucleus,10800,12,/15564/15565/15566/16308/16375/16376/16382/16395/16396/16398/16409/16423/16427/,825853256,8390
203,dtg,,CCCCCC,2,False,734881840,17,2521,3,17764,dorsal tegmental decussation (m1),,,12,17735,dorsal tegmental decussation (m1),12421,12,/15564/17735/17764/,592835454,8390
204,5SpM,,EBE3D5,8,False,734881840,17,2432,3,17684,medial (deep) part of 5Sp,,,12,17683,medial (deep) part of 5Sp,12332,12,/15564/15565/17651/17653/17677/17679/17682/17683/17684/,2258511557,8390
205,IPRL,,D654E6,10,False,734881840,17,1550,3,17017,rostrolateral interpeduncular nucleus,,,12,17014,rostrolateral interpeduncular nucleus,11450,12,/15564/15565/16808/16809/16915/16967/16994/16996/17013/17014/17017/,1042071767,8390
206,dscp,,CCCCCC,2,False,734881840,17,2519,3,17762,decussation of scp,,,12,17735,decussation of scp,12419,12,/15564/17735/17762/,3861468382,8390
207,MolH,,F284FF,10,False,734881840,17,1465,3,16947,molecular layer of CbHCx,,,12,16939,molecular layer of CbHCx,11365,12,/15564/15565/16808/16809/16915/16919/16920/16924/16938/16939/16947/,1853266224,8390
208,sp5,,CCCCCC,2,False,734881840,17,2554,3,17797,descending trigeminal tract,,,12,17735,descending trigeminal tract,12454,12,/15564/17735/17797/,3455080626,8390
209,BSTLp,,EA9E4E,13,False,734881840,17,284,3,15839,posterior part of BSTLC,,,12,15838,posterior part of BSTLC,10184,12,/15564/15565/15566/15567/15738/15739/15750/15751/15818/15834/15836/15837/15838/15839/,1888384801,8390
210,10Cb,,F070FF,10,False,734881840,17,1343,3,16839,lobule 10 of cerebellar vermis,,,12,16829,lobule 10 of cerebellar vermis,11243,12,/15564/15565/16808/16809/16810/16813/16814/16818/16828/16829/16839/,37286744,8390
211,SCHc,,B0754D,11,False,734881840,17,99,3,15661,core of SCH,,,12,15660,core of SCH,9999,12,/15564/15565/15566/15567/15568/15622/15623/15653/15655/15659/15660/15661/,2314581993,8390
212,TuStr3,,EA9E4E,13,False,734881840,17,310,3,15865,polymorph layer of TuStr,,,12,15862,polymorph layer of TuStr,10210,12,/15564/15565/15566/15567/15738/15739/15750/15751/15818/15851/15853/15861/15862/15865/,3929140449,8390
213,MPOM,,B46632,12,False,734881840,17,44,3,15606,medial part of MPO,,,12,15604,medial part of MPO,9944,12,/15564/15565/15566/15567/15568/15569/15576/15577/15599/15601/15602/15604/15606/,573294968,8390
214,CA3sp,,D93D56,13,False,734881840,17,599,3,16143,"Field CA3, stratum pyramidale",,,12,16141,Field CA3 stratum pyramidale,10499,12,/15564/15565/15566/15567/15738/15739/15750/15903/16114/16124/16126/16130/16141/16143/,3949662723,8390
215,SubM,,FFF189,12,False,734881840,17,899,3,16426,submedius thalamic nucleus,,,12,16423,submedius thalamic nucleus,10799,12,/15564/15565/15566/16308/16375/16376/16382/16395/16396/16398/16409/16423/16426/,2827974835,8390
216,hbc,,CCCCCC,2,False,734881840,17,2525,3,17768,habenular commissure,,,12,17735,habenular commissure,12425,12,/15564/17735/17768/,4058360785,8390
217,InsC-6a,,F32F4F,13,False,734881840,17,522,3,16070,sublayer 6a of InsCx,,,12,16069,sublayer 6a of InsCx,10422,12,/15564/15565/15566/15567/15738/15739/15750/15903/16001/16058/16060/16063/16069/16070/,3352638556,8390
218,MDC,,FFF189,12,False,734881840,17,887,3,16414,central part of MD,,,12,16411,central part of MD,10787,12,/15564/15565/15566/16308/16375/16376/16382/16395/16396/16398/16409/16411/16414/,1324724877,8390
219,ic,,CCCCCC,2,False,734881840,17,2527,3,17770,internal capsule,,,12,17735,internal capsule,12427,12,/15564/17735/17770/,2936038281,8390
220,LOT1,,DE5548,13,False,734881840,17,401,3,15954,layer 1 of LOT,,,12,15951,layer 1 of LOT,10301,12,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15940/15942/15949/15951/15954/,3884219041,8390
221,7na,,CCCCCC,2,False,734881840,17,2498,3,17743,ascending course of facial nerve (r6),,,12,17735,ascending course of facial nerve (r6),12398,12,/15564/17735/17743/,2608791140,8390
222,MMC,,D4CCC0,8,False,734881840,17,2468,3,17718,medial motoneuron columns,,,12,17717,medial motoneuron columns,12368,12,/15564/15565/17651/17692/17710/17712/17715/17717/17718/,3809916435,8390
223,ac,,CCCCCC,2,False,734881840,17,2506,3,17751,anterior commissure,,,12,17735,anterior commissure,12406,12,/15564/17735/17751/,2776019666,8390
224,Fl,,F284FF,10,False,734881840,17,1464,3,16946,flocculus,,,12,16939,flocculus,11364,12,/15564/15565/16808/16809/16915/16919/16920/16924/16938/16939/16946/,3847281358,8390
