,acronym,atlas_id,color_hex_triplet,depth,failed,failed_facet,graph_id,graph_order,hemisphere_id,id,name,neuro_name_structure_id,neuro_name_structure_id_path,ontology_id,parent_structure_id,safe_name,sphinx_id,st_level,structure_id_path,structure_name_facet,weight
204,PaS-2,,FF5974,12,False,734881840,17,648,3,16193,layer 2 of PaS,,,12,16191,layer 2 of PaS,10548,11,/15564/15565/15566/15567/15738/15739/15750/15903/16114/16186/16188/16191/16193/,3914644441,8390
205,m1SNR,,45AC47,8,False,734881840,17,1229,3,16741,"substantia nigra reticulata, m1 part",,,12,16738,substantia nigra reticulata m1 part,11129,11,/15564/15565/16649/16650/16725/16726/16728/16738/16741/,654870379,8390
206,RTZ,,54A6E6,9,False,734881840,17,1970,3,17327,retrotrapezoid nucleus,,,12,17326,retrotrapezoid nucleus,11870,11,/15564/15565/16808/17220/17290/17318/17319/17321/17326/17327/,1891561551,8390
207,isILL,,F070FF,10,False,734881840,17,1384,3,16875,isthmic part of the intermediate lateral lemniscal nucleus,,,12,16874,isthmic part of the intermediate lateral lemniscal nucleus,11284,11,/15564/15565/16808/16809/16810/16813/16864/16865/16867/16874/16875/,2443676560,8390
208,MPT,,F4E35F,11,False,734881840,17,1066,3,16585,medial pretectal nucleus,,,12,16584,medial pretectal nucleus,10966,11,/15564/15565/15566/16308/16509/16510/16519/16578/16579/16581/16584/16585/,3176084082,8390
209,m1PEW,,45AC47,8,False,734881840,17,1218,3,16731,m1 part of the pre-Edinger-Westphal nucleus,,,12,16729,m1 part of the pre-Edinger-Westphal nucleus,11118,11,/15564/15565/16649/16650/16725/16726/16728/16729/16731/,447871495,8390
210,VPrP3,,DE5548,12,False,734881840,17,386,3,15939,layer 3 of VPrP cortex,,,12,15936,layer 3 of VPrP cortex,10286,11,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15928/15930/15936/15939/,1673329466,8390
211,DEn,,DE5548,12,False,734881840,17,381,3,15934,dorsal endopiriform nucleus,,,12,15932,dorsal endopiriform nucleus,10281,11,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15928/15930/15932/15934/,2700197063,8390
212,CbHN,,F284FF,9,False,734881840,17,1446,3,16928,cerebellar nuclei of CbH,,,12,16927,cerebellar nuclei of CbH,11346,11,/15564/15565/16808/16809/16915/16919/16920/16924/16927/16928/,2201216360,8390
213,MePD,,EAB442,12,False,734881840,17,344,3,15899,"medial amygdala, posterodorsal part",,,12,15898,medial amygdala posterodorsal part,10244,11,/15564/15565/15566/15567/15738/15739/15750/15751/15867/15893/15895/15898/15899/,3610232072,8390
214,PTe,,C9674E,10,False,734881840,17,748,3,16283,paraterete nucleus,,,12,16282,paraterete nucleus,10648,11,/15564/15565/15566/15567/15738/16211/16247/16274/16277/16282/16283/,446854774,8390
215,r6MVeMC,,7CC6FF,9,False,734881840,17,1936,3,17302,r6 part of magnocellular medial vestibular nucleus,,,12,111220786,r6 part of magnocellular medial vestibular nucleus,11836,11,/15564/15565/16808/17220/17290/17292/17298/17300/111220786/17302/,972043485,8390
216,EPal,,EA9E4E,12,False,734881840,17,288,3,15843,external globus pallidum,,,12,15842,external globus pallidum,10188,11,/15564/15565/15566/15567/15738/15739/15750/15751/15818/15834/15836/15842/15843/,2281626262,8390
217,AHPp,,E4866F,10,False,734881840,17,702,3,16237,"posterior anterior hypothalamic area, periventricular part",,,12,16236,posterior anterior hypothalamic area periventricular part,10602,11,/15564/15565/15566/15567/15738/16211/16212/16233/16235/16236/16237/,2775760901,8390
218,TGC,,4EC54E,10,False,734881840,17,1161,3,16675,central layers of TG,,,12,16674,central layers of TG,11061,11,/15564/15565/16649/16650/16651/16658/16668/16669/16671/16674/16675/,445597276,8390
219,r11GiV,,9AC3AC,9,False,734881840,17,2387,3,17647,r11 part of ventral gigangocellular reticular area,,,12,17643,r11 part of ventral gigangocellular reticular area,12287,11,/15564/15565/16808/17352/17596/17620/17638/17640/17643/17647/,3899835076,8390
220,r10GiV,,83C3AC,9,False,734881840,17,2312,3,17591,r10 part of ventral gigangocellular reticular area,,,12,17587,r10 part of ventral gigangocellular reticular area,12212,11,/15564/15565/16808/17352/17538/17562/17581/17583/17587/17591/,3586338328,8390
221,r11-5Tr,,BBE0CB,9,False,734881840,17,2340,3,17607,r11 part of trigeminal transition zone,,,12,111220928,r11 part of trigeminal transition zone,12240,11,/15564/15565/16808/17352/17596/17598/17603/17605/111220928/17607/,1586067212,8390
222,DpWh,,4EC54E,10,False,734881840,17,1169,3,16683,deep white layer of SC,,,12,16681,deep white layer of SC,11069,11,/15564/15565/16649/16650/16651/16658/16668/16678/16680/16681/16683/,618225073,8390
223,r7Gi,,10C3A7,9,False,734881840,17,2074,3,17410,r7 part of gigantocellular reticular area,,,12,17407,r7 part of gigantocellular reticular area,11974,11,/15564/15565/16808/17352/17353/17380/17400/17402/17407/17410/,3959239092,8390
224,PyIG,,FF5974,12,False,734881840,17,609,3,16153,pyramidal layer of IG,,,12,16152,pyramidal layer of IG,10509,11,/15564/15565/15566/15567/15738/15739/15750/15903/16114/16147/16149/16152/16153/,2718370619,8390
225,r11BMRt,,9AC3AC,9,False,734881840,17,2385,3,17645,r11 part of basomedial reticular formation,,,12,17643,r11 part of basomedial reticular formation,12285,11,/15564/15565/16808/17352/17596/17620/17638/17640/17643/17645/,720235186,8390
226,KF,,F070FF,10,False,734881840,17,1362,3,16853,Koelliker-Fuse nucleus,,,12,16851,Koelliker-Fuse nucleus,11262,11,/15564/15565/16808/16809/16810/16813/16843/16844/16846/16851/16853/,506530068,8390
227,BLV,,F37441,12,False,734881840,17,443,3,15996,"basolateral amygdaloid nucleus, ventral part",,,12,15993,basolateral amygdaloid nucleus ventral part,10343,11,/15564/15565/15566/15567/15738/15739/15750/15903/15956/15989/15991/15993/15996/,541906823,8390
228,ICjM,,F5853A,12,False,734881840,17,248,3,15808,island of Calleja major,,,12,15806,island of Calleja major,10148,11,/15564/15565/15566/15567/15738/15739/15750/15751/15784/15797/15799/15806/15808/,2707541822,8390
229,CA3,,FF5974,12,False,734881840,17,597,3,16141,Field CA3,,,12,16130,Field CA3,10497,11,/15564/15565/15566/15567/15738/15739/15750/15903/16114/16124/16126/16130/16141/,3396545448,8390
230,p3SNR,,DAD18D,9,False,734881840,17,835,3,16366,p3 portion of the substantia nigra pars reticulata,,,12,16364,p3 portion of the substantia nigra pars reticulata,10735,11,/15564/15565/15566/16308/16309/16352/16353/16355/16364/16366/,814666687,8390
231,r7Amb,,56E4CD,9,False,734881840,17,2041,3,17378,r7 portion of ambiguous motor nucleus,,,12,111220832,r7 portion of ambiguous motor nucleus,11941,11,/15564/15565/16808/17352/17353/17355/17373/17375/111220832/17378/,2251606100,8390
232,DLL,,F070FF,10,False,734881840,17,1369,3,16860,dorsal nucleus of the lateral lemniscus,,,12,16859,dorsal nucleus of the lateral lemniscus,11269,11,/15564/15565/16808/16809/16810/16813/16843/16854/16856/16859/16860/,2051555529,8390
233,UBPeF,,C9674E,10,False,734881840,17,721,3,16256,upper basal perifornical nucleus,,,12,16253,upper basal perifornical nucleus,10621,11,/15564/15565/15566/15567/15738/16211/16247/16248/16250/16253/16256/,1345830028,8390
234,MCDB,,EA9E4E,12,False,734881840,17,278,3,15833,magnocellular diagonal band nucleus,,,12,15831,magnocellular diagonal band nucleus,10178,11,/15564/15565/15566/15567/15738/15739/15750/15751/15818/15819/15821/15831/15833/,1161881170,8390
235,r1DR,,D654E6,9,False,734881840,17,1531,3,16998,r1 part of dorsal raphe nucleus,,,12,16997,r1 part of dorsal raphe nucleus,11431,11,/15564/15565/16808/16809/16915/16967/16994/16996/16997/16998/,34855722,8390
236,SubBR,,4EC54E,9,False,734881840,17,1201,3,16714,"subbrachial nucleus, rostral part",,,12,16713,subbrachial nucleus rostral part,11101,11,/15564/15565/16649/16650/16651/16658/16703/16705/16713/16714/,1521984010,8390
237,isPN,,D332E6,10,False,734881840,17,1422,3,16910,isthmic portion of paranigral nucleus,,,12,16907,isthmic portion of paranigral nucleus,11322,11,/15564/15565/16808/16809/16810/16876/16877/16897/16899/16907/16910/,933007123,8390
238,r8LRt,,47C3AC,9,False,734881840,17,2129,3,17446,r8 part of lateral reticular nucleus,,,12,17445,r8 part of lateral reticular nucleus,12029,11,/15564/15565/16808/17352/17416/17437/17438/17440/17445/17446/,3296526906,8390
239,MS,,FBB13B,12,False,734881840,17,204,3,15764,medial septal nucleus,,,12,15762,medial septal nucleus,10104,11,/15564/15565/15566/15567/15738/15739/15750/15751/15752/15753/15755/15762/15764/,2575356640,8390
240,DT,,F4E35F,11,False,734881840,17,1071,3,16590,dorsal terminal nucleus of the accessory optic tract,,,12,16588,dorsal terminal nucleus of the accessory optic tract,10971,11,/15564/15565/15566/16308/16509/16510/16519/16578/16579/16581/16588/16590/,1178868011,8390
241,r6GiV,,54A6E6,9,False,734881840,17,1990,3,17347,r6 part of ventral gigangocellular reticular area,,,12,17343,r6 part of ventral gigangocellular reticular area,11890,11,/15564/15565/16808/17220/17290/17318/17338/17340/17343/17347/,1230249544,8390
242,p2ZLS,,FFF189,11,False,734881840,17,946,3,16471,shell of p2ZL,,,12,16470,shell of p2ZL,10846,11,/15564/15565/15566/16308/16375/16376/16382/16466/16467/16469/16470/16471/,2651935764,8390
243,PDTg,,D673E6,9,False,734881840,17,1641,3,17083,posterodorsal tegmental nucleus,,,12,17082,posterodorsal tegmental nucleus,11541,11,/15564/15565/16808/16809/17023/17053/17079/17081/17082/17083/,1442406551,8390
244,T-DMH,,975C34,10,False,734881840,17,132,3,15694,"dorsomedial nucleus, terminal part",,,12,15693,dorsomedial nucleus terminal part,10032,11,/15564/15565/15566/15567/15568/15622/15666/15684/15686/15693/15694/,2868616113,8390
245,r7BLIZ,,10C3A7,9,False,734881840,17,2049,3,17385,r7 part of the basolateral intermediate zone,,,12,17384,r7 part of the basolateral intermediate zone,11949,11,/15564/15565/16808/17352/17353/17380/17381/17383/17384/17385/,1334394580,8390
246,SFi,,FBB13B,12,False,734881840,17,220,3,15780,septofimbrial nucleus,,,12,15777,septofimbrial nucleus,10120,11,/15564/15565/15566/15567/15738/15739/15750/15751/15752/15774/15776/15777/15780/,1989427176,8390
247,RSC-5,,F32F4F,10,False,734881840,17,550,3,16098,layer 5 of RSC,,,12,16093,layer 5 of RSC,10450,11,/15564/15565/15566/15567/15738/15739/15750/15903/16001/16093/16098/,282206907,8390
248,r2BMRt,,D673E6,9,False,734881840,17,1644,3,17086,r2 part of basomedial reticular formation,,,12,17085,r2 part of basomedial reticular formation,11544,11,/15564/15565/16808/16809/17023/17053/17079/17081/17085/17086/,969847423,8390
249,SMol,,FF5974,12,False,734881840,17,626,3,16171,molecular layer of S,,,12,16169,molecular layer of S,10526,11,/15564/15565/15566/15567/15738/15739/15750/15903/16114/16163/16165/16169/16171/,4187542563,8390
250,r10SpVe,,A6E0CB,9,False,734881840,17,2256,3,17544,r10 part of spinal vestibular nucleus,,,12,111220896,r10 part of spinal vestibular nucleus,12156,11,/15564/15565/16808/17352/17538/17540/17541/17543/111220896/17544/,2282483536,8390
251,LDLH,,E4866F,10,False,734881840,17,708,3,16243,lower dorsal lateral hypothalamic area,,,12,16239,lower dorsal lateral hypothalamic area,10608,11,/15564/15565/15566/15567/15738/16211/16212/16233/16235/16239/16243/,969259766,8390
252,VOLT,,B46632,11,False,734881840,17,20,3,15582,vascular organ of the lamina terminalis,,,12,15581,vascular organ of the lamina terminalis,9920,11,/15564/15565/15566/15567/15568/15569/15576/15577/15578/15580/15581/15582/,2759030317,8390
253,IPo,,FFF189,11,False,734881840,17,924,3,16451,intermedioposterior nucleus,,,12,16450,intermedioposterior nucleus,10824,11,/15564/15565/15566/16308/16375/16376/16382/16395/16437/16439/16450/16451/,1532254003,8390
254,r9-RO,,69C3AC,9,False,734881840,17,2232,3,17530,r9 raphe obscurus cell population,,,12,17529,r9 raphe obscurus cell population,12132,11,/15564/15565/16808/17352/17476/17500/17523/17525/17529/17530/,272774369,8390
255,Te,,975C34,10,False,734881840,17,159,3,15721,terete nucleus,,,12,15720,terete nucleus,10059,11,/15564/15565/15566/15567/15568/15622/15666/15712/15715/15720/15721/,841662600,8390
256,AcbSh,,F5853A,12,False,734881840,17,255,3,15815,"accumbens nucleus, shell domain",,,12,15814,accumbens nucleus shell domain,10155,11,/15564/15565/15566/15567/15738/15739/15750/15751/15784/15809/15811/15814/15815/,2744365267,8390
257,r7BMRt,,10C3A7,9,False,734881840,17,2073,3,17409,r7 part of basomedial reticular formation,,,12,17407,r7 part of basomedial reticular formation,11973,11,/15564/15565/16808/17352/17353/17380/17400/17402/17407/17409/,1175151591,8390
258,r4CGB,,8E59E6,9,False,734881840,17,1802,3,17202,r4 part of central gray nucleus beta,,,12,17199,r4 part of central gray nucleus beta,11702,11,/15564/15565/16808/17092/17156/17182/17196/17198/17199/17202/,3109642857,8390
259,AOVE,,DE5548,12,False,734881840,17,373,3,15926,external part of AOV,,,12,15922,external part of AOV,10273,11,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15917/15919/15922/15926/,1731740326,8390
260,PreG,,FFF7BD,11,False,734881840,17,810,3,16341,pregeniculate nucleus,,,12,16340,pregeniculate nucleus,10710,11,/15564/15565/15566/16308/16309/16310/16313/16332/16333/16335/16340/16341/,2499481907,8390
261,PC-2,,F32F4F,12,False,734881840,17,475,3,16023,layer 2 of PCx,,,12,16021,layer 2 of PCx,10375,11,/15564/15565/15566/15567/15738/15739/15750/15903/16001/16016/16018/16021/16023/,3797550265,8390
262,PaS-1,,FF5974,12,False,734881840,17,647,3,16192,layer 1 of PaS,,,12,16191,layer 1 of PaS,10547,11,/15564/15565/15566/15567/15738/15739/15750/15903/16114/16186/16188/16191/16192/,1742453818,8390
263,JcPD-PAG,,F4E35F,11,False,734881840,17,1032,3,16553,JcPD part of the periaqueductal gray,,,12,16552,JcPD part of the periaqueductal gray,10932,11,/15564/15565/15566/16308/16509/16510/16519/16548/16549/16551/16552/16553/,4261083791,8390
264,LDPeF,,E4866F,10,False,734881840,17,707,3,16242,lower dorsal perifornical nucleus,,,12,16239,lower dorsal perifornical nucleus,10607,11,/15564/15565/15566/15567/15738/16211/16212/16233/16235/16239/16242/,1495935209,8390
265,r2MnR,,D673E6,9,False,734881840,17,1646,3,17088,r2 part of median raphe nucleus,,,12,17085,r2 part of median raphe nucleus,11546,11,/15564/15565/16808/16809/17023/17053/17079/17081/17085/17088/,1849630618,8390
266,ABasp,,975C34,10,False,734881840,17,109,3,15671,periventricular part of the anterobasal nucleus,,,12,15670,periventricular part of the anterobasal nucleus,10009,11,/15564/15565/15566/15567/15568/15622/15666/15667/15669/15670/15671/,1180432504,8390
267,m1VTA,,338033,8,False,734881840,17,1238,3,16750,"ventral tegmental area, m1 part",,,12,16749,ventral tegmental area m1 part,11138,11,/15564/15565/16649/16650/16725/16742/16744/16749/16750/,3738577918,8390
268,VTMp,,975C34,10,False,734881840,17,145,3,15707,"ventral tuberomammillary nucleus, pervientricular part (histaminergic)",,,12,15706,ventral tuberomammillary nucleus pervientricular part (histaminergic),10045,11,/15564/15565/15566/15567/15568/15622/15666/15702/15705/15706/15707/,2369830375,8390
269,MnIPPr,,9824A6,8,False,734881840,17,1429,3,126531028,median part of IPPr,,,12,112892321,median part of IPPr,11329,11,/15564/15565/16808/16809/16810/16911/16913/112892321/126531028/,2443407422,8390
270,FC-4,,F32F4F,12,False,734881840,17,463,3,16011,layer 4 of FCx,,,12,16007,layer 4 of FCx,10363,11,/15564/15565/15566/15567/15738/15739/15750/15903/16001/16002/16004/16007/16011/,1017041660,8390
271,r10BLRt,,83C3AC,9,False,734881840,17,2290,3,17569,r10 part of basolateral reticular formation,,,12,17568,r10 part of basolateral reticular formation,12190,11,/15564/15565/16808/17352/17538/17562/17563/17565/17568/17569/,3116641727,8390
272,7M,,7CC6FF,9,False,734881840,17,1958,3,17317,facial motor nucleus,,,12,111220800,facial motor nucleus,11858,11,/15564/15565/16808/17220/17290/17292/17311/17313/111220800/17317/,4201993931,8390
273,r1VPCRt,,F284FF,9,False,734881840,17,1492,3,16962,r1 part of ventral parvicellular reticular formation,,,12,111220638,r1 part of ventral parvicellular reticular formation,11392,11,/15564/15565/16808/16809/16915/16919/16959/16961/111220638/16962/,676605122,8390
274,MRO,,975C34,9,False,734881840,17,152,3,15714,mammillary recess organ,,,12,15713,mammillary recess organ,10052,11,/15564/15565/15566/15567/15568/15622/15666/15712/15713/15714/,4093395281,8390
275,Op,,4EC54E,10,False,734881840,17,1175,3,16689,optic fiber layer of SC,,,12,16688,optic fiber layer of SC,11075,11,/15564/15565/16649/16650/16651/16658/16668/16678/16680/16688/16689/,530044551,8390
276,r4BIIZ,,8E59E6,9,False,734881840,17,1800,3,17200,r4 part of basointermediate intermediate zone,,,12,17199,r4 part of basointermediate intermediate zone,11700,11,/15564/15565/16808/17092/17156/17182/17196/17198/17199/17200/,393356512,8390
277,CC-1,,F32F4F,12,False,734881840,17,530,3,16078,layer 1 of CCx,,,12,16077,layer 1 of CCx,10430,11,/15564/15565/15566/15567/15738/15739/15750/15903/16001/16072/16074/16077/16078/,1924472435,8390
278,RMM,,C9674E,11,False,734881840,17,764,3,16299,"retromammillary area, medial part",,,12,16298,retromammillary area medial part,10664,11,/15564/15565/15566/15567/15738/16211/16247/16294/16295/16297/16298/16299/,889364486,8390
279,r9Amb,,96E2CE,9,False,734881840,17,2199,3,17499,r9 portion of ambiguous motor nucleus (postmigratory),,,12,111220884,r9 portion of ambiguous motor nucleus (postmigratory),12099,11,/15564/15565/16808/17352/17476/17478/17494/17496/111220884/17499/,3803731967,8390
280,r2PPnR,,D673E6,9,False,734881840,17,1645,3,17087,r2 part of prepontine raphe nucleus,,,12,17085,r2 part of prepontine raphe nucleus,11545,11,/15564/15565/16808/16809/17023/17053/17079/17081/17085/17087/,3929189365,8390
281,r10-10M,,A6E0CB,9,False,734881840,17,2275,3,17560,r10 part of vagal motor nucleus,,,12,111220906,r10 part of vagal motor nucleus,12175,11,/15564/15565/16808/17352/17538/17540/17556/17558/111220906/17560/,3902491895,8390
282,r4-5Tr,,AC79FF,9,False,734881840,17,1768,3,17174,r4 part of trigeminal transition zone,,,12,111220728,r4 part of trigeminal transition zone,11668,11,/15564/15565/16808/17092/17156/17158/17170/17172/111220728/17174/,956202248,8390
283,r3MPn,,853BE6,9,False,734881840,17,1734,3,17154,r3 part of medial pontine nuclei,,,12,17153,r3 part of medial pontine nuclei,11634,11,/15564/15565/16808/17092/17093/17123/17143/17145/17153/17154/,4266879217,8390
284,r8-BLIZ,,47C3AC,9,False,734881840,17,2125,3,17442,r8 part of basolateral intermediate zone,,,12,17441,r8 part of basolateral intermediate zone,12025,11,/15564/15565/16808/17352/17416/17437/17438/17440/17441/17442/,4107281929,8390
285,p3ZLC,,DAD18D,9,False,734881840,17,827,3,16359,p3 part of the ZL core,,,12,16358,p3 part of the ZL core,10727,11,/15564/15565/15566/16308/16309/16352/16353/16355/16358/16359/,3332161567,8390
286,r2LPn,,D673E6,9,False,734881840,17,1636,3,124372464,r2 part of lateral pontine nuclei,,,12,17078,r2 part of lateral pontine nuclei,11536,11,/15564/15565/16808/16809/17023/17053/17066/17068/17078/124372464/,268039296,8390
287,VMPeO,,3296E6,9,False,734881840,17,1910,3,17288,ventromedial periolivary nucleus,,,12,17286,ventromedial periolivary nucleus,11810,11,/15564/15565/16808/17220/17221/17250/17275/17277/17286/17288/,441347011,8390
288,ACo,,F37441,12,False,734881840,17,447,3,16000,anterior cortical amygdaloid area,,,12,15997,anterior cortical amygdaloid area,10347,11,/15564/15565/15566/15567/15738/15739/15750/15903/15956/15989/15991/15997/16000/,2586528488,8390
289,p3PBP,,DAD18D,9,False,734881840,17,831,3,16363,p3 portion of parabrachial pigmented nucleus,,,12,16358,p3 portion of parabrachial pigmented nucleus,10731,11,/15564/15565/15566/16308/16309/16352/16353/16355/16358/16363/,897990525,8390
290,PrS-2,,FF5974,12,False,734881840,17,634,3,16179,layer 2 of PrS,,,12,16177,layer 2 of PrS,10534,11,/15564/15565/15566/15567/15738/15739/15750/15903/16114/16172/16174/16177/16179/,2294020683,8390
291,p1PN,,E6CE20,9,False,734881840,17,1123,3,16640,p1 portion of the paranigral nucleus,,,12,16636,p1 portion of the paranigral nucleus,11023,11,/15564/15565/15566/16308/16509/16623/16624/16626/16636/16640/,2941816978,8390
292,LBLH,,C9674E,10,False,734881840,17,733,3,16268,lower basal lateral hypothalamic area,,,12,16264,lower basal lateral hypothalamic area,10633,11,/15564/15565/15566/15567/15738/16211/16247/16259/16261/16264/16268/,1870382126,8390
293,RR,,D654E6,9,False,734881840,17,1514,3,16983,retrorubral nucleus (superficial part of PPTg),,,12,16981,retrorubral nucleus (superficial part of PPTg),11414,11,/15564/15565/16808/16809/16915/16967/16968/16970/16981/16983/,4062479988,8390
294,PrS-4,,FF5974,12,False,734881840,17,636,3,16181,layer 4 of PrS (lamina dissecans),,,12,16177,layer 4 of PrS (lamina dissecans),10536,11,/15564/15565/15566/15567/15738/15739/15750/15903/16114/16172/16174/16177/16181/,2080094156,8390
295,PrS-3,,FF5974,12,False,734881840,17,635,3,16180,layer 3 of PrS,,,12,16177,layer 3 of PrS,10535,11,/15564/15565/15566/15567/15738/15739/15750/15903/16114/16172/16174/16177/16180/,1142029013,8390
296,PSTh,,C9674E,10,False,734881840,17,738,3,16273,parasubthalamic nucleus (migrated),,,12,16270,parasubthalamic nucleus (migrated),10638,11,/15564/15565/15566/15567/15738/16211/16247/16259/16261/16270/16273/,79346808,8390
297,LSII,,FBB13B,12,False,734881840,17,211,3,15771,"lateral septal nucleus, intermedio-intermediate part",,,12,15770,lateral septal nucleus intermedio-intermediate part,10111,11,/15564/15565/15566/15567/15738/15739/15750/15751/15752/15765/15767/15770/15771/,1860292157,8390
298,APTDS,,F4E35F,11,False,734881840,17,1015,3,16538,"anterior pretectal nucleus, dorsal superficial part",,,12,16537,anterior pretectal nucleus dorsal superficial part,10915,11,/15564/15565/15566/16308/16509/16510/16519/16520/16530/16532/16537/16538/,1206180764,8390
299,4M,,D332E6,10,False,734881840,17,1415,3,16903,trochlear nucleus,,,12,16902,trochlear nucleus,11315,11,/15564/15565/16808/16809/16810/16876/16877/16897/16899/16902/16903/,3689815150,8390
300,r8-RP,,47C3AC,9,False,734881840,17,2156,3,17473,r8 raphe pallidus cell population,,,12,17472,r8 raphe pallidus cell population,12056,11,/15564/15565/16808/17352/17416/17437/17460/17462/17472/17473/,2400520058,8390
301,isVeCb,,F070FF,9,False,734881840,17,1331,3,16827,isthmic vestibulocerebellar nucleus,,,12,16821,isthmic vestibulocerebellar nucleus,11231,11,/15564/15565/16808/16809/16810/16813/16814/16818/16821/16827/,1796521366,8390
302,ATg,,D654E6,9,False,734881840,17,1541,3,17008,anterior tegmental nucleus,,,12,17004,anterior tegmental nucleus,11441,11,/15564/15565/16808/16809/16915/16967/16994/16996/17004/17008/,2923093944,8390
303,r8Sp5I,,79E2CE,9,False,734881840,17,2107,3,17427,"r8 part of spinal trigeminal nucleus, interpolar part",,,12,111220852,r8 part of spinal trigeminal nucleus interpolar part,12007,11,/15564/15565/16808/17352/17416/17418/17424/17426/111220852/17427/,1989036880,8390
304,r11-IO,,9AC3AC,9,False,734881840,17,2390,3,127201621,r11 part of the inferior olive,,,12,17648,r11 part of the inferior olive,12290,11,/15564/15565/16808/17352/17596/17620/17638/17640/17648/127201621/,4252147334,8390
305,P-DMH,,C9674E,10,False,734881840,17,730,3,16265,peduncular part of dorsomedial hypothalamic nucleus,,,12,16264,peduncular part of dorsomedial hypothalamic nucleus,10630,11,/15564/15565/15566/15567/15738/16211/16247/16259/16261/16264/16265/,3238588393,8390
306,r5BIRt,,3296E6,9,False,734881840,17,1894,3,17272,r5 part of basointermediate reticular formation,,,12,17271,r5 part of basointermediate reticular formation,11794,11,/15564/15565/16808/17220/17221/17250/17266/17268/17271/17272/,2353580796,8390
307,r4LPL,,8E59E6,9,False,734881840,17,1795,3,17195,r4 part of lateral paralemniscal nucleus,,,12,17192,r4 part of lateral paralemniscal nucleus,11695,11,/15564/15565/16808/17092/17156/17182/17183/17185/17192/17195/,907053819,8390
308,BM10Sp,,D4CCC0,7,False,734881840,17,2479,3,17729,basal medial part of Rexed's layer 10,,,12,17728,basal medial part of Rexed's layer 10,12379,11,/15564/15565/17651/17692/17725/17727/17728/17729/,2656728887,8390
309,ICjStr,,EA9E4E,12,False,734881840,17,311,3,15866,striatal islands of Calleja,,,12,15861,striatal islands of Calleja,10211,11,/15564/15565/15566/15567/15738/15739/15750/15751/15818/15851/15853/15861/15866/,4042404223,8390
310,PC-5,,F32F4F,12,False,734881840,17,478,3,16026,layer 5 of PCx,,,12,16021,layer 5 of PCx,10378,11,/15564/15565/15566/15567/15738/15739/15750/15903/16001/16016/16018/16021/16026/,3902737824,8390
311,PRh-Ect-6,,F32F4F,10,False,734881840,17,544,3,16092,layer 6 of PRh-Ect,,,12,16086,layer 6 of PRh-Ect,10444,11,/15564/15565/15566/15567/15738/15739/15750/15903/16001/16086/16092/,3736766480,8390
312,Gem,,DAD18D,9,False,734881840,17,830,3,16362,gemini nuclei,,,12,16358,gemini nuclei,10730,11,/15564/15565/15566/16308/16309/16352/16353/16355/16358/16362/,2843312129,8390
313,r1SubC,,D654E6,9,False,734881840,17,1524,3,16992,"nucleus subcoeruleus, r1 part",,,12,16990,nucleus subcoeruleus r1 part,11424,11,/15564/15565/16808/16809/16915/16967/16984/16986/16990/16992/,2924433595,8390
314,r2Y,,F29EFF,9,False,734881840,17,1580,3,124372452,r2 part of vestibular nucleus Y,,,12,111220656,r2 part of vestibular nucleus Y,11480,11,/15564/15565/16808/16809/17023/17025/17031/17033/111220656/124372452/,72845100,8390
315,r5VLL,,3296E6,9,False,734881840,17,1881,3,17259,r5 part of ventral lateral lemniscal nucleus,,,12,17258,r5 part of ventral lateral lemniscal nucleus,11781,11,/15564/15565/16808/17220/17221/17250/17251/17253/17258/17259/,2378670821,8390
316,IPAC,,EA9E4E,12,False,734881840,17,304,3,15859,interstitial nucleus of the posterior limb of the anterior commissure,,,12,15856,interstitial nucleus of the posterior limb of the anterior commissure,10204,11,/15564/15565/15566/15567/15738/15739/15750/15751/15818/15851/15853/15856/15859/,2649028636,8390
317,m1PBP,,45AC47,8,False,734881840,17,1230,3,112892283,m1 part of parabrachialis pigmentosus,,,12,16738,m1 part of parabrachialis pigmentosus,11130,11,/15564/15565/16649/16650/16725/16726/16728/16738/112892283/,1706950767,8390
318,SPFPC,,FFF189,11,False,734881840,17,932,3,16459,parvicellular (lateral) subparafascicular nucleus,,,12,16458,parvicellular (lateral) subparafascicular nucleus,10832,11,/15564/15565/15566/16308/16375/16376/16382/16395/16453/16455/16458/16459/,441607652,8390
319,r7BIIZ,,10C3A7,9,False,734881840,17,2058,3,17394,r7 part of the basointermediate intermediate zone,,,12,17393,r7 part of the basointermediate intermediate zone,11958,11,/15564/15565/16808/17352/17353/17380/17390/17392/17393/17394/,3044452077,8390
320,CoPD-PAG,,F4E35F,11,False,734881840,17,1064,3,16583,CoPD part of the periaqueductal gray,,,12,16582,CoPD part of the periaqueductal gray,10964,11,/15564/15565/15566/16308/16509/16510/16519/16578/16579/16581/16582/16583/,1526033811,8390
321,SThO,,C9674E,11,False,734881840,17,769,3,16304,subthalamic nucleus (migratory origin),,,12,16303,subthalamic nucleus (migratory origin),10669,11,/15564/15565/15566/15567/15738/16211/16247/16294/16295/16297/16303/16304/,772827443,8390
322,r6MVePC,,7CC6FF,9,False,734881840,17,1934,3,17303,r6 part of parvocellular medial vestibular nucleus,,,12,111220784,r6 part of parvocellular medial vestibular nucleus,11834,11,/15564/15565/16808/17220/17290/17292/17298/17300/111220784/17303/,2705269091,8390
